Código,Título,Grupo de alimentos,Energía <ENERC> - kcal,Energía <ENERC> - KJ,Agua <WATER>,Proteínas <PROCNT>,Grasa total <FAT>,Carbohidratos totales <CHOCDF>,Carbohidratos disponibles <CHOAVL>,Fibra dietaria <FIBTG>,Cenizas <ASH>,Calcio <CA>,Fósforo <P>,Zinc <ZN>,Hierro <FE>,Sodio <NA>,Potasio <K>,β caroteno equivalentes totales <CARTBQ>,Vitamina A equivalentes totales <VITA>,Tiamina <THIA>,Riboflavina <RIBF>,Niacina <NIA>,Vitamina C <VITC>,Ácido fólico,Acción
A189,Panetón relleno con chispas de chocolate,CEREALES Y DERIVADOS,381kcal,1595KJ,21.70g,8.90g,17.10g,51.40g,47.90g,3.50g,0.90g,62mg,115mg,0.75mg,3.39mg,155mg,150mg,0μg,0μg,0.24mg,0.19mg,1.87mg,3.38mg,128μg,
A190,Panetón relleno de pasas y frutas confitadas,CEREALES Y DERIVADOS,365kcal,1527KJ,22.20g,7.60g,13.40g,55.90g,53.40g,2.50g,0.90g,130mg,50mg,0.75mg,0.27mg,122mg,152mg,-1μg,67μg,0.21mg,0.25mg,4.53mg,0.00mg,-1μg,
A191,"Queque marmoleado con sabor chocolate y vainilla, envasado",CEREALES Y DERIVADOS,323kcal,1350KJ,25.80g,6.50g,10.60g,54.60g,50.30g,4.30g,2.50g,211mg,418mg,0.53mg,4.17mg,257mg,353mg,-1μg,0μg,0.18mg,0.15mg,0.77mg,3.95mg,194μg,
A192,"Queque sabor naranja, envasado",CEREALES Y DERIVADOS,336kcal,1406KJ,24.00g,6.40g,10.30g,56.70g,54.50g,2.30g,2.50g,225mg,418mg,0.41mg,4.28mg,331mg,346mg,-1μg,0μg,0.21mg,0.16mg,1.01mg,4.05mg,0μg,
A193,"Queque sabor vainilla, mezcla en polvo para preparar, envasado",CEREALES Y DERIVADOS,380kcal,1589KJ,5.40g,6.10g,9.90g,76.50g,66.50g,10.10g,2.00g,97mg,305mg,0.50mg,4.21mg,495mg,104mg,-1μg,0μg,0.36mg,0.20mg,0.57mg,2.25mg,0μg,
A194,"Queque sabor vainilla, sin relleno, envasado",CEREALES Y DERIVADOS,352kcal,1471KJ,23.70g,6.90g,11.40g,55.30g,-1.00g,-1.00g,2.60g,262mg,480mg,0.62mg,6.56mg,602mg,84mg,-1μg,0μg,0.19mg,0.26mg,2.57mg,-1.00mg,-1μg,
A195,"Tostada de pan blanco, envasada",CEREALES Y DERIVADOS,401kcal,1679KJ,3.80g,12.70g,4.90g,76.70g,-1.00g,-1.00g,2.00g,117mg,180mg,1.12mg,7.43mg,469mg,161mg,0μg,0μg,0.43mg,0.33mg,5.64mg,0.00mg,108μg,
A196,"Trigo, inflado sin miel (listo para consumo)",CEREALES Y DERIVADOS,367kcal,1536KJ,8.20g,14.70g,1.10g,74.70g,-1.00g,-1.00g,1.40g,41mg,305mg,2.07mg,3.45mg,9mg,292mg,-1μg,-1μg,-1.00mg,-1.00mg,-1.00mg,-1.00mg,-1μg,
A197,"Trigo, ""tortilla"" de harina de, precocida, envasada",CEREALES Y DERIVADOS,290kcal,1212KJ,31.60g,7.40g,7.80g,51.10g,47.40g,3.70g,2.00g,153mg,150mg,0.56mg,11.54mg,503mg,78mg,0μg,0μg,0.34mg,0.21mg,0.53mg,-1.00mg,94μg,
A198,Wafer relleno con crema sabor vainilla,CEREALES Y DERIVADOS,503kcal,2106KJ,1.20g,3.50g,22.20g,72.50g,-1.00g,-1.00g,0.70g,16mg,45mg,0.26mg,4.10mg,177mg,96mg,0μg,0μg,0.13mg,0.15mg,1.92mg,8.55mg,0μg,
B1,"Acelga, hojas de, sin tallo","VERDURAS, HORTALIZAS Y DERIVADOS",8kcal,35KJ,93.30g,2.10g,0.10g,3.20g,0.80g,2.40g,1.40g,90mg,46mg,0.36mg,14.40mg,203mg,293mg,980μg,163μg,0.00mg,0.26mg,0.56mg,9.29mg,-1μg,
B2,"Acelga, tallos de","VERDURAS, HORTALIZAS Y DERIVADOS",9kcal,36KJ,94.80g,0.70g,0.30g,2.80g,1.20g,1.60g,1.40g,23mg,10mg,0.36mg,0.50mg,203mg,293mg,756μg,126μg,0.00mg,0.03mg,0.00mg,4.00mg,-1μg,
B3,Ají amarillo fresco,"VERDURAS, HORTALIZAS Y DERIVADOS",39kcal,163KJ,88.90g,0.90g,0.70g,8.80g,-1.00g,-1.00g,0.70g,31mg,21mg,-1.00mg,0.90mg,-1mg,-1mg,-1μg,445μg,0.06mg,0.58mg,1.25mg,60.00mg,-1μg,
B4,"Ají amarillo fresco, molido sin sal","VERDURAS, HORTALIZAS Y DERIVADOS",52kcal,218KJ,60.20g,1.90g,1.70g,9.20g,-1.00g,-1.00g,27.00g,97mg,47mg,-1.00mg,3.50mg,-1mg,-1mg,-1μg,560μg,0.18mg,0.21mg,1.30mg,16.20mg,-1μg,
B5,Ají amarillo seco,"VERDURAS, HORTALIZAS Y DERIVADOS",199kcal,834KJ,16.60g,7.30g,6.30g,64.80g,36.10g,28.70g,5.00g,124mg,166mg,1.02mg,8.20mg,-1mg,-1mg,-1μg,1324μg,0.12mg,1.48mg,4.15mg,6.00mg,-1μg,
B6,Ají panca,"VERDURAS, HORTALIZAS Y DERIVADOS",189kcal,790KJ,20.20g,7.00g,7.80g,58.50g,29.80g,28.70g,6.50g,142mg,209mg,1.02mg,4.90mg,-1mg,-1mg,-1μg,1324μg,0.13mg,1.79mg,3.55mg,23.00mg,-1μg,
B7,"Ají colorado, no picante, molido con sal","VERDURAS, HORTALIZAS Y DERIVADOS",43kcal,180KJ,69.80g,1.90g,1.30g,9.20g,7.70g,1.50g,17.80g,175mg,35mg,0.26mg,5.60mg,-1mg,-1mg,-1μg,48μg,0.12mg,0.49mg,0.70mg,12.00mg,-1μg,
B8,"Ají colorado, picante molido con sal","VERDURAS, HORTALIZAS Y DERIVADOS",37kcal,154KJ,72.60g,2.10g,1.00g,8.00g,6.50g,1.50g,16.30g,130mg,54mg,0.26mg,5.00mg,-1mg,-1mg,-1μg,48μg,0.09mg,0.44mg,0.80mg,19.20mg,-1μg,
B9,Ají de mesa,"VERDURAS, HORTALIZAS Y DERIVADOS",40kcal,167KJ,89.10g,1.80g,1.20g,7.20g,-1.00g,-1.00g,0.70g,77mg,23mg,-1.00mg,1.30mg,-1mg,-1mg,-1μg,228μg,0.17mg,0.60mg,0.95mg,104.40mg,-1μg,
B10,Ají de vaina,"VERDURAS, HORTALIZAS Y DERIVADOS",58kcal,243KJ,83.20g,2.60g,1.10g,11.90g,-1.00g,-1.00g,1.20g,94mg,56mg,-1.00mg,1.70mg,-1mg,-1mg,-1μg,771μg,0.22mg,0.47mg,2.65mg,12.00mg,-1μg,
B11,Ají dulce,"VERDURAS, HORTALIZAS Y DERIVADOS",17kcal,71KJ,91.00g,0.90g,0.50g,7.10g,3.10g,4.00g,0.60g,10mg,43mg,0.25mg,0.38mg,-1mg,-1mg,-1μg,22μg,0.04mg,0.17mg,0.89mg,98.05mg,-1μg,
B12,Ají verde,"VERDURAS, HORTALIZAS Y DERIVADOS",57kcal,238KJ,82.90g,2.50g,0.80g,12.40g,-1.00g,-1.00g,1.40g,21mg,58mg,-1.00mg,1.30mg,-1mg,-1mg,-1μg,382μg,-1.00mg,0.11mg,1.47mg,48.50mg,-1μg,
B13,Ajo sin cáscara,"VERDURAS, HORTALIZAS Y DERIVADOS",121kcal,508KJ,61.40g,5.60g,0.80g,30.40g,28.30g,2.10g,1.80g,94mg,180mg,1.16mg,1.70mg,69mg,250mg,-1μg,0μg,0.14mg,0.07mg,0.42mg,9.10mg,-1μg,
B14,Albahaca sin tallo,"VERDURAS, HORTALIZAS Y DERIVADOS",29kcal,122KJ,86.70g,2.90g,1.20g,7.30g,3.40g,3.90g,1.90g,325mg,38mg,0.85mg,5.30mg,-1mg,-1mg,-1μg,264μg,0.04mg,0.13mg,0.95mg,20.00mg,-1μg,
B15,Alcachofa,"VERDURAS, HORTALIZAS Y DERIVADOS",24kcal,101KJ,77.80g,2.20g,0.20g,18.90g,4.90g,14.00g,1.00g,42mg,51mg,0.49mg,1.00mg,-1mg,-1mg,42μg,7μg,0.07mg,0.04mg,0.85mg,1.42mg,-1μg,
B16,Alfalfa brotes tiernos,"VERDURAS, HORTALIZAS Y DERIVADOS",20kcal,84KJ,91.10g,4.00g,0.70g,3.80g,1.30g,2.50g,0.40g,32mg,70mg,0.92mg,5.40mg,-1mg,-1mg,-1μg,1133μg,0.08mg,0.13mg,0.48mg,8.20mg,-1μg,
B17,"Apio, tallo sin hojas","VERDURAS, HORTALIZAS Y DERIVADOS",8kcal,35KJ,94.00g,1.00g,0.20g,3.80g,1.10g,2.80g,0.90g,91mg,30mg,0.21mg,1.20mg,76mg,169mg,-1μg,22μg,0.03mg,0.08mg,0.23mg,7.99mg,-1μg,
B18,Berenjena,"VERDURAS, HORTALIZAS Y DERIVADOS",12kcal,49KJ,92.40g,1.00g,0.10g,5.90g,2.30g,3.60g,0.60g,20mg,30mg,0.16mg,4.03mg,6mg,-1mg,3μg,1μg,0.00mg,0.30mg,1.31mg,8.82mg,-1μg,
B19,Berenjena Costeña o tomate de árbol,"VERDURAS, HORTALIZAS Y DERIVADOS",41kcal,172KJ,87.50g,1.30g,0.30g,9.80g,-1.00g,-1.00g,1.10g,18mg,28mg,-1.00mg,0.20mg,-1mg,-1mg,-1μg,300μg,0.10mg,0.04mg,1.20mg,2.30mg,-1μg,
B20,Berro,"VERDURAS, HORTALIZAS Y DERIVADOS",31kcal,130KJ,89.30g,3.40g,0.80g,5.00g,4.50g,0.50g,1.50g,234mg,66mg,0.11mg,6.50mg,-1mg,-1mg,-1μg,235μg,0.08mg,0.36mg,1.06mg,105.60mg,-1μg,
B21,Brocoli,"VERDURAS, HORTALIZAS Y DERIVADOS",32kcal,135KJ,89.90g,3.90g,1.30g,4.00g,3.30g,0.70g,0.90g,93mg,86mg,0.41mg,0.84mg,23mg,-1mg,393μg,66μg,0.12mg,0.10mg,0.83mg,114.00mg,-1μg,
B22,Caigua,"VERDURAS, HORTALIZAS Y DERIVADOS",15kcal,63KJ,95.00g,0.50g,0.20g,3.30g,-1.00g,-1.00g,1.00g,34mg,43mg,-1.00mg,0.90mg,-1mg,-1mg,-1μg,9μg,0.02mg,0.02mg,0.17mg,11.40mg,-1μg,
B23,Caigua serrana,"VERDURAS, HORTALIZAS Y DERIVADOS",19kcal,80KJ,93.50g,1.50g,0.10g,4.10g,-1.00g,-1.00g,0.80g,32mg,32mg,-1.00mg,0.50mg,-1mg,-1mg,-1μg,33μg,0.05mg,0.07mg,0.30mg,6.90mg,-1μg,
B24,Calabaza china,"VERDURAS, HORTALIZAS Y DERIVADOS",13kcal,54KJ,93.10g,0.70g,0.10g,5.80g,2.90g,2.90g,0.30g,29mg,15mg,0.61mg,0.10mg,-1mg,-1mg,-1μg,0μg,0.02mg,0.02mg,0.29mg,13.00mg,-1μg,
B25,Calabaza italiana,"VERDURAS, HORTALIZAS Y DERIVADOS",15kcal,63KJ,93.90g,0.50g,0.30g,4.90g,3.20g,1.70g,0.40g,11mg,19mg,0.74mg,0.60mg,-1mg,-1mg,-1μg,3μg,0.03mg,0.04mg,0.28mg,10.00mg,-1μg,
B26,Cebolla blanca,"VERDURAS, HORTALIZAS Y DERIVADOS",24kcal,102KJ,91.20g,0.90g,0.10g,7.40g,6.00g,1.40g,0.40g,100mg,33mg,0.16mg,0.20mg,6mg,168mg,-1μg,3μg,0.03mg,0.05mg,0.14mg,7.50mg,-1μg,
B27,Cebolla chilena,"VERDURAS, HORTALIZAS Y DERIVADOS",19kcal,79KJ,92.90g,0.80g,0.10g,5.90g,4.50g,1.40g,0.30g,20mg,17mg,0.16mg,1.00mg,-1mg,-1mg,-1μg,0μg,0.02mg,0.04mg,0.12mg,3.70mg,-1μg,
B28,Cebollita china,"VERDURAS, HORTALIZAS Y DERIVADOS",36kcal,150KJ,88.70g,2.30g,0.40g,7.50g,-1.00g,-1.00g,1.10g,141mg,61mg,0.52mg,1.10mg,-1mg,-1mg,-1μg,58μg,0.02mg,0.01mg,0.40mg,10.50mg,-1μg,
B29,Cebolla de cabeza,"VERDURAS, HORTALIZAS Y DERIVADOS",40kcal,169KJ,86.30g,1.40g,0.20g,11.30g,9.90g,1.40g,0.80g,20mg,35mg,0.16mg,1.20mg,-1mg,-1mg,-1μg,0μg,0.03mg,0.06mg,0.22mg,4.90mg,-1μg,
B30,Cebolla de cola,"VERDURAS, HORTALIZAS Y DERIVADOS",26kcal,108KJ,90.60g,0.90g,0.10g,7.80g,6.40g,1.40g,0.60g,44mg,32mg,0.16mg,4.90mg,6mg,168mg,-1μg,29μg,0.04mg,0.09mg,0.20mg,7.20mg,-1μg,
B31,Col blanca,"VERDURAS, HORTALIZAS Y DERIVADOS",19kcal,81KJ,93.30g,1.00g,1.10g,4.20g,2.30g,1.90g,0.50g,46mg,46mg,0.18mg,0.44mg,6mg,250mg,21μg,4μg,0.06mg,0.03mg,0.18mg,31.40mg,-1μg,
B32,"Col crespa o repollo, sin cogollo","VERDURAS, HORTALIZAS Y DERIVADOS",15kcal,65KJ,92.40g,1.50g,0.30g,4.90g,2.60g,2.30g,0.90g,70mg,69mg,0.18mg,0.40mg,58mg,250mg,-1μg,9μg,0.03mg,0.03mg,0.33mg,48.50mg,-1μg,
B33,Col china sin tallo,"VERDURAS, HORTALIZAS Y DERIVADOS",22kcal,93KJ,91.00g,1.80g,0.30g,5.30g,4.30g,1.00g,1.60g,70mg,16mg,0.19mg,1.50mg,58mg,250mg,-1μg,0μg,0.01mg,0.16mg,0.66mg,21.60mg,-1μg,
B34,"Col de ""Bruselas""","VERDURAS, HORTALIZAS Y DERIVADOS",45kcal,188KJ,81.30g,4.60g,0.40g,12.30g,8.50g,3.80g,1.40g,109mg,11mg,0.42mg,1.80mg,58mg,250mg,-1μg,41μg,0.18mg,0.17mg,1.10mg,82.50mg,-1μg,
B35,"Col, hojas de","VERDURAS, HORTALIZAS Y DERIVADOS",32kcal,132KJ,88.10g,2.70g,0.60g,7.60g,5.60g,2.00g,1.00g,170mg,42mg,0.44mg,0.10mg,58mg,250mg,-1μg,769μg,0.09mg,0.06mg,1.43mg,96.30mg,-1μg,
B36,Col negra,"VERDURAS, HORTALIZAS Y DERIVADOS",14kcal,60KJ,91.70g,1.70g,0.40g,5.50g,1.90g,3.60g,0.70g,24mg,10mg,0.13mg,0.20mg,58mg,250mg,-1μg,333μg,0.04mg,0.06mg,0.31mg,49.30mg,-1μg,
B37,Col silvestre,"VERDURAS, HORTALIZAS Y DERIVADOS",54kcal,226KJ,82.90g,2.50g,0.60g,12.10g,-1.00g,-1.00g,1.90g,477mg,47mg,-1.00mg,1.10mg,58mg,250mg,-1μg,248μg,0.05mg,0.06mg,-1.00mg,136.00mg,-1μg,
B38,Coliflor sin tallo y sin hojas,"VERDURAS, HORTALIZAS Y DERIVADOS",17kcal,72KJ,91.60g,2.20g,0.60g,4.40g,1.90g,2.50g,1.20g,26mg,66mg,0.28mg,0.60mg,-1mg,-1mg,-1μg,4μg,0.05mg,0.07mg,0.49mg,75.30mg,-1μg,
B39,Culantro sin tallo,"VERDURAS, HORTALIZAS Y DERIVADOS",34kcal,142KJ,85.60g,3.30g,1.30g,7.00g,4.20g,2.80g,2.80g,259mg,63mg,0.50mg,5.30mg,-1mg,-1mg,-1μg,1431μg,0.08mg,0.27mg,1.86mg,37.20mg,-1μg,
B40,"Chiclayo, calabaza","VERDURAS, HORTALIZAS Y DERIVADOS",16kcal,68KJ,93.20g,0.60g,0.10g,5.60g,3.90g,1.70g,0.50g,13mg,25mg,0.74mg,0.20mg,-1mg,-1mg,-1μg,3μg,0.08mg,0.05mg,0.19mg,3.70mg,-1μg,
B41,Chonta,"VERDURAS, HORTALIZAS Y DERIVADOS",49kcal,205KJ,84.90g,3.40g,0.70g,9.70g,-1.00g,-1.00g,1.30g,138mg,109mg,-1.00mg,1.70mg,-1mg,-1mg,-1μg,-1μg,0.02mg,0.12mg,0.72mg,3.20mg,-1μg,
B42,Escarola,"VERDURAS, HORTALIZAS Y DERIVADOS",7kcal,30KJ,93.60g,1.20g,0.20g,3.80g,0.70g,3.10g,1.20g,85mg,76mg,0.79mg,2.00mg,-1mg,-1mg,-1μg,108μg,0.07mg,0.07mg,0.47mg,8.60mg,-1μg,
B43,Esparragos,"VERDURAS, HORTALIZAS Y DERIVADOS",15kcal,62KJ,93.00g,2.20g,0.30g,3.80g,2.10g,1.70g,0.80g,35mg,35mg,0.54mg,1.33mg,-1mg,-1mg,230μg,38μg,0.09mg,0.05mg,0.82mg,2.32mg,-1μg,
B44,Espinaca blanca,"VERDURAS, HORTALIZAS Y DERIVADOS",24kcal,102KJ,89.50g,1.90g,0.60g,6.30g,4.10g,2.20g,1.70g,80mg,40mg,0.53mg,4.60mg,-1mg,-1mg,3050μg,508μg,0.08mg,0.25mg,0.65mg,16.40mg,-1μg,
B45,Espinaca negra sin tronco,"VERDURAS, HORTALIZAS Y DERIVADOS",24kcal,100KJ,90.00g,2.80g,0.90g,4.90g,2.70g,2.20g,1.40g,234mg,45mg,0.53mg,4.30mg,-1mg,-1mg,3050μg,508μg,0.07mg,0.20mg,0.69mg,15.20mg,-1μg,
B46,Frejolito chino germinado,"VERDURAS, HORTALIZAS Y DERIVADOS",9kcal,38KJ,96.50g,1.40g,0.10g,1.80g,1.50g,0.30g,0.30g,22mg,261mg,-1.00mg,0.86mg,15mg,-1mg,4μg,1μg,0.03mg,0.07mg,0.97mg,5.42mg,-1μg,
B47,Hierbabuena,"VERDURAS, HORTALIZAS Y DERIVADOS",41kcal,171KJ,86.70g,3.10g,1.00g,7.00g,-1.00g,0.00g,2.20g,206mg,70mg,1.11mg,9.10mg,-1mg,-1mg,-1μg,212μg,0.06mg,0.13mg,1.00mg,2.00mg,-1μg,
B48,Huacatay sin tallo,"VERDURAS, HORTALIZAS Y DERIVADOS",50kcal,211KJ,83.40g,5.00g,0.80g,8.80g,-1.00g,-1.00g,2.00g,412mg,79mg,-1.00mg,8.70mg,-1mg,-1mg,-1μg,426μg,0.06mg,0.27mg,1.47mg,17.10mg,-1μg,
B49,"Janchoy, hojas de","VERDURAS, HORTALIZAS Y DERIVADOS",27kcal,113KJ,90.80g,1.60g,0.20g,6.00g,-1.00g,-1.00g,1.40g,113mg,55mg,-1.00mg,2.90mg,-1mg,-1mg,-1μg,276μg,0.05mg,0.13mg,0.47mg,22.20mg,-1μg,
B50,Jetka. hojas de,"VERDURAS, HORTALIZAS Y DERIVADOS",66kcal,276KJ,78.10g,7.30g,1.70g,9.50g,-1.00g,-1.00g,3.40g,548mg,133mg,-1.00mg,8.40mg,-1mg,-1mg,-1μg,350μg,0.30mg,0.16mg,2.72mg,0.70mg,-1μg,
B51,"Kailán, hojas de","VERDURAS, HORTALIZAS Y DERIVADOS",48kcal,201KJ,84.90g,3.20g,0.90g,9.10g,-1.00g,-1.00g,1.90g,581mg,46mg,-1.00mg,2.40mg,-1mg,-1mg,-1μg,102μg,0.03mg,0.26mg,0.54mg,103.80mg,-1μg,
B52,"Kailán, tallos de","VERDURAS, HORTALIZAS Y DERIVADOS",24kcal,100KJ,92.00g,1.20g,0.30g,5.20g,-1.00g,-1.00g,1.30g,301mg,64mg,-1.00mg,3.10mg,-1mg,-1mg,-1μg,26μg,0.01mg,0.09mg,0.94mg,57.60mg,-1μg,
B53,Lechuga americana,"VERDURAS, HORTALIZAS Y DERIVADOS",7kcal,28KJ,96.60g,0.60g,0.10g,2.40g,1.20g,1.20g,0.30g,52mg,20mg,0.15mg,0.10mg,-1mg,-1mg,-1μg,25μg,0.02mg,0.06mg,0.13mg,1.50mg,-1μg,
B54,Lechuga larga,"VERDURAS, HORTALIZAS Y DERIVADOS",12kcal,49KJ,93.40g,1.50g,0.20g,3.90g,1.80g,2.10g,1.00g,64mg,63mg,0.23mg,1.60mg,-1mg,-1mg,-1μg,290μg,0.06mg,0.08mg,0.52mg,14.50mg,-1μg,
B55,Lechuga redonda,"VERDURAS, HORTALIZAS Y DERIVADOS",8kcal,32KJ,95.70g,1.30g,0.20g,2.10g,0.80g,1.30g,0.70g,47mg,49mg,0.18mg,1.00mg,-1mg,-1mg,-1μg,370μg,0.06mg,0.05mg,0.48mg,7.40mg,-1μg,
B56,Manchay,"VERDURAS, HORTALIZAS Y DERIVADOS",53kcal,222KJ,84.80g,0.40g,0.10g,14.40g,-1.00g,-1.00g,0.30g,44mg,16mg,-1.00mg,1.30mg,-1mg,-1mg,-1μg,238μg,0.36mg,0.34mg,0.61mg,4.00mg,-1μg,
B57,"Mastuerzo, hojas de","VERDURAS, HORTALIZAS Y DERIVADOS",44kcal,185KJ,86.30g,1.80g,1.30g,9.20g,8.10g,1.10g,1.40g,211mg,85mg,0.23mg,1.30mg,-1mg,-1mg,-1μg,346μg,0.09mg,0.35mg,1.04mg,25.20mg,-1μg,
B58,"Mostaza, hojas de","VERDURAS, HORTALIZAS Y DERIVADOS",21kcal,88KJ,89.00g,3.50g,0.60g,5.20g,2.10g,3.10g,1.70g,478mg,92mg,0.27mg,1.70mg,-1mg,-1mg,-1μg,50μg,0.29mg,0.20mg,0.80mg,70.00mg,-1μg,
B59,"Muña, seca","VERDURAS, HORTALIZAS Y DERIVADOS",268kcal,1121KJ,16.00g,3.20g,2.80g,66.30g,-1.00g,-1.00g,11.70g,2237mg,269mg,-1.00mg,22.40mg,-1mg,-1mg,-1μg,306μg,0.35mg,1.81mg,6.85mg,0.00mg,-1μg,
B60,Nabo,"VERDURAS, HORTALIZAS Y DERIVADOS",10kcal,40KJ,94.70g,0.60g,0.20g,3.60g,1.80g,1.80g,0.90g,34mg,34mg,0.27mg,0.10mg,-1mg,-1mg,-1μg,0μg,0.01mg,0.04mg,0.23mg,21.10mg,-1μg,
B61,"Nabo, hojas de","VERDURAS, HORTALIZAS Y DERIVADOS",24kcal,100KJ,88.10g,2.90g,0.40g,7.00g,3.80g,3.20g,1.60g,367mg,95mg,0.19mg,2.80mg,-1mg,-1mg,-1μg,579μg,0.12mg,0.38mg,2.40mg,49.20mg,-1μg,
B62,Orégano fresco,"VERDURAS, HORTALIZAS Y DERIVADOS",48kcal,201KJ,85.10g,1.60g,0.50g,11.30g,-1.00g,-1.00g,1.50g,312mg,46mg,-1.00mg,9.30mg,-1mg,-1mg,-1μg,1750μg,0.08mg,0.30mg,0.65mg,10.00mg,-1μg,
B63,"Pacchoy, hojas de","VERDURAS, HORTALIZAS Y DERIVADOS",25kcal,103KJ,90.50g,1.30g,0.30g,6.30g,5.30g,1.00g,1.60g,235mg,60mg,0.19mg,3.00mg,-1mg,-1mg,-1μg,223μg,0.05mg,0.10mg,0.73mg,50.00mg,-1μg,
B64,"Pacchoy, tallos de","VERDURAS, HORTALIZAS Y DERIVADOS",18kcal,77KJ,92.00g,0.40g,0.20g,5.40g,4.40g,1.00g,2.00g,302mg,84mg,0.19mg,1.20mg,-1mg,-1mg,-1μg,223μg,0.01mg,0.05mg,0.53mg,12.00mg,-1μg,
B65,Paico,"VERDURAS, HORTALIZAS Y DERIVADOS",41kcal,170KJ,81.70g,5.00g,1.10g,9.20g,5.40g,3.80g,3.00g,459mg,65mg,1.10mg,6.30mg,-1mg,-1mg,-1μg,3μg,0.11mg,0.42mg,1.12mg,34.70mg,-1μg,
B66,Pajuro,"VERDURAS, HORTALIZAS Y DERIVADOS",120kcal,502KJ,64.40g,2.10g,0.30g,31.50g,-1.00g,-1.00g,1.70g,25mg,105mg,-1.00mg,1.20mg,-1mg,-1mg,-1μg,0μg,0.05mg,0.22mg,1.39mg,42.00mg,-1μg,
B67,Pepinillo sin cáscara,"VERDURAS, HORTALIZAS Y DERIVADOS",9kcal,37KJ,96.40g,0.50g,0.10g,2.60g,1.90g,0.70g,0.40g,20mg,22mg,0.17mg,0.30mg,-1mg,-1mg,-1μg,4μg,0.03mg,0.04mg,0.09mg,12.60mg,-1μg,
B68,Perejil sin tallo,"VERDURAS, HORTALIZAS Y DERIVADOS",41kcal,172KJ,82.00g,4.80g,0.70g,9.90g,6.60g,3.30g,2.60g,202mg,76mg,1.07mg,8.70mg,-1mg,-1mg,-1μg,421μg,0.07mg,0.32mg,2.87mg,95.80mg,-1μg,
B69,Pimiento rojo,"VERDURAS, HORTALIZAS Y DERIVADOS",27kcal,114KJ,92.30g,1.20g,1.30g,4.60g,3.70g,0.90g,0.60g,12mg,24mg,0.25mg,0.36mg,6mg,-1mg,450μg,200μg,0.04mg,0.11mg,1.58mg,108.30mg,-1μg,
B70,Pirca,"VERDURAS, HORTALIZAS Y DERIVADOS",42kcal,176KJ,86.20g,4.00g,0.60g,7.60g,-1.00g,-1.00g,1.60g,230mg,58mg,-1.00mg,6.00mg,-1mg,-1mg,-1μg,132μg,0.13mg,0.31mg,0.82mg,17.00mg,-1μg,
B71,Poro sin hojas,"VERDURAS, HORTALIZAS Y DERIVADOS",34kcal,142KJ,87.80g,2.70g,0.80g,7.60g,5.80g,1.80g,1.10g,78mg,50mg,0.12mg,0.70mg,-1mg,-1mg,-1μg,83μg,0.09mg,0.08mg,0.46mg,8.60mg,-1μg,
B72,"Quinua, hojas de","VERDURAS, HORTALIZAS Y DERIVADOS",50kcal,209KJ,81.40g,4.70g,0.60g,9.50g,-1.00g,-1.00g,3.80g,377mg,63mg,-1.00mg,1.50mg,-1mg,-1mg,-1μg,251μg,0.06mg,0.95mg,1.20mg,11.10mg,-1μg,
B73,Rabanitos,"VERDURAS, HORTALIZAS Y DERIVADOS",7kcal,31KJ,95.10g,0.80g,0.10g,2.90g,1.30g,1.60g,1.10g,36mg,29mg,0.28mg,1.00mg,-1mg,-1mg,-1μg,0μg,0.01mg,0.02mg,0.29mg,18.60mg,-1μg,
B74,Rabicol,"VERDURAS, HORTALIZAS Y DERIVADOS",22kcal,92KJ,92.80g,2.00g,0.20g,4.20g,-1.00g,-1.00g,0.80g,41mg,41mg,-1.00mg,0.30mg,-1mg,-1mg,-1μg,1μg,0.01mg,0.04mg,0.43mg,94.10mg,-1μg,
B75,Radicheta o achicoria,"VERDURAS, HORTALIZAS Y DERIVADOS",17kcal,70KJ,90.00g,1.90g,0.50g,6.20g,2.20g,4.00g,1.40g,273mg,34mg,0.42mg,-1.00mg,-1mg,-1mg,-1μg,286μg,0.07mg,0.14mg,0.51mg,9.00mg,-1μg,
B76,Rocoto fresco,"VERDURAS, HORTALIZAS Y DERIVADOS",36kcal,151KJ,89.50g,1.20g,0.50g,8.20g,-1.00g,-1.00g,0.60g,6mg,22mg,-1.00mg,0.50mg,-1mg,-1mg,-1μg,35μg,0.01mg,0.14mg,1.15mg,14.90mg,-1μg,
B77,Ruda,"VERDURAS, HORTALIZAS Y DERIVADOS",82kcal,343KJ,75.40g,4.10g,1.70g,16.10g,-1.00g,-1.00g,2.70g,552mg,72mg,-1.00mg,7.70mg,-1mg,-1mg,-1μg,879μg,-1.00mg,0.76mg,1.62mg,112.00mg,-1μg,
B78,Siuca culantro,"VERDURAS, HORTALIZAS Y DERIVADOS",28kcal,116KJ,87.60g,1.90g,0.50g,8.10g,5.30g,2.80g,1.90g,195mg,68mg,0.50mg,4.90mg,-1mg,-1mg,-1μg,337μg,0.06mg,0.22mg,1.00mg,0.70mg,-1μg,
B79,Tomate,"VERDURAS, HORTALIZAS Y DERIVADOS",15kcal,61KJ,94.20g,0.80g,0.20g,4.30g,3.10g,1.20g,0.50g,7mg,20mg,0.17mg,0.60mg,-1mg,-1mg,-1μg,42μg,0.04mg,0.06mg,0.62mg,18.40mg,-1μg,
