Código,Título,Estrato,Energía <ENERC> - kcal,Energía <ENERC> - KJ,Agua <WATER>,Proteínas <PROCNT>,Grasa total <FAT>,Carbohidratos totales <CHOCDF>,Carbohidratos disponibles <CHOAVL>,Fibra dietaria <FIBTG>,Cenizas <ASH>,Calcio <CA>,Fósforo <P>,Zinc <ZN>,Hierro <FE>,Sodio <NA>,Potasio <K>,Vitamina A equivalentes totales <VITA>,Tiamina <THIA>,Riboflavina <RIBF>,Niacina <NIA>,Vitamina C <VITC>,Ácido fólico,Acción
SE139,Tequeños con guacamole,A,350kcal,1463KJ,36.20g,7.70g,21.50g,32.60g,1.60g,2.80g,1.10g,91mg,115mg,0.64mg,0.93mg,317mg,105mg,37μg,0.05mg,0.08mg,0.97mg,3.98mg,0μg,
SE139,Tequeños con guacamole,C,387kcal,1620KJ,21.70g,10.20g,16.10g,50.70g,1.20g,3.00g,1.20g,66mg,131mg,0.88mg,1.05mg,54mg,141mg,28μg,0.06mg,0.07mg,1.12mg,0.80mg,0μg,
SE139,Tequeños con guacamole,D,417kcal,1746KJ,27.00g,8.10g,28.00g,35.40g,1.90g,2.90g,1.20g,93mg,118mg,0.68mg,0.86mg,126mg,129mg,46μg,0.05mg,0.08mg,0.77mg,1.67mg,0μg,
SE139,Tequeños con guacamole,E,455kcal,1904KJ,23.30g,6.10g,36.00g,28.70g,1.70g,2.30g,1.00g,18mg,84mg,0.75mg,0.74mg,1705mg,100mg,1μg,0.04mg,0.03mg,1.04mg,1.26mg,0μg,
SE140,Tequeños de queso,E,351kcal,1469KJ,34.30g,6.70g,22.00g,35.10g,2.40g,4.10g,1.20g,56mg,97mg,0.67mg,0.75mg,251mg,173mg,27μg,0.04mg,0.05mg,0.70mg,3.58mg,0μg,
SE141,Tiradito de pejerrey,A,95kcal,396KJ,75.00g,6.90g,1.00g,14.80g,13.30g,1.60g,1.00g,44mg,127mg,0.23mg,0.59mg,359mg,3mg,3μg,0.07mg,0.09mg,2.15mg,9.99mg,0μg,
SE141,Tiradito de pejerrey,C,88kcal,370KJ,77.60g,6.50g,1.10g,13.70g,13.50g,0.20g,1.10g,57mg,114mg,0.04mg,1.04mg,22mg,11mg,3μg,0.05mg,0.05mg,1.66mg,15.33mg,0μg,
SE141,Tiradito de pejerrey,D,98kcal,411KJ,73.80g,6.70g,1.10g,16.20g,15.20g,1.00g,1.20g,63mg,126mg,0.23mg,1.64mg,264mg,0mg,42μg,0.07mg,0.09mg,2.11mg,23.68mg,0μg,
SE142,Wantán frito,A,243kcal,1019KJ,14.60g,6.60g,5.20g,42.30g,11.50g,1.60g,1.90g,23mg,81mg,0.64mg,1.04mg,87mg,66mg,3μg,0.06mg,0.05mg,1.16mg,0.19mg,0μg,
SE142,Wantán frito,C,477kcal,1995KJ,15.80g,10.70g,39.00g,22.10g,3.10g,1.10g,0.50g,10mg,69mg,0.71mg,0.71mg,63mg,81mg,2μg,0.05mg,0.04mg,1.57mg,0.38mg,0μg,
SE143,Yucas rellenas,A,147kcal,613KJ,69.60g,4.00g,8.20g,16.90g,14.80g,2.10g,1.10g,24mg,66mg,1.01mg,0.87mg,45mg,0mg,9μg,0.04mg,0.24mg,1.59mg,13.05mg,0μg,
SE144,Ensalada de palta*,C,36kcal,151KJ,92.20g,1.00g,3.00g,2.70g,1.20g,1.50g,1.20g,-1mg,-1mg,-1.00mg,0.54mg,-1mg,-1mg,-1μg,-1.00mg,-1.00mg,-1.00mg,-1.00mg,-1μg,
SS1,Adobo de cerdo con arroz,E,174kcal,729KJ,21.30g,6.30g,1.90g,31.80g,31.70g,0.10g,0.60g,8mg,86mg,0.88mg,0.66mg,437mg,55mg,1μg,0.19mg,0.06mg,1.59mg,1.09mg,0μg,
SS2,Adobo de cerdo con menestra y arroz,E,165kcal,690KJ,18.30g,9.70g,3.40g,23.80g,18.50g,5.30g,1.20g,34mg,123mg,1.08mg,1.68mg,778mg,57mg,0μg,0.19mg,0.05mg,1.34mg,1.88mg,0μg,
SS3,Adobo de cerdo con puré y arroz,D,146kcal,613KJ,41.10g,4.80g,5.00g,20.30g,19.90g,0.30g,0.80g,25mg,70mg,0.62mg,0.55mg,368mg,46mg,7μg,0.16mg,0.09mg,1.33mg,4.74mg,0μg,
SS4,Adobo de pollo con arroz,C,144kcal,601KJ,43.50g,6.60g,2.10g,25.10g,24.20g,0.90g,0.70g,12mg,81mg,0.82mg,0.67mg,99mg,0mg,5μg,0.05mg,0.14mg,2.50mg,6.84mg,0μg,
SS4,Adobo de pollo con arroz,E,133kcal,557KJ,42.60g,8.10g,1.40g,21.10g,20.50g,0.30g,0.60g,8mg,87mg,0.83mg,0.89mg,468mg,0mg,7μg,0.06mg,0.07mg,2.97mg,4.10mg,0μg,
SS5,Adobo de pollo con ensalada y arroz,E,145kcal,605KJ,34.00g,4.90g,2.20g,26.00g,25.50g,0.50g,0.80g,13mg,66mg,0.66mg,0.70mg,316mg,1mg,41μg,0.06mg,0.05mg,1.67mg,5.79mg,0μg,
SS6,Adobo de res con arroz y puré,D,126kcal,527KJ,50.90g,5.60g,1.80g,22.10g,21.40g,0.50g,1.50g,37mg,88mg,1.03mg,1.16mg,78mg,45mg,13μg,0.05mg,0.11mg,1.78mg,3.58mg,0μg,
SS7,Adobo de res con menestra y arroz,C,155kcal,647KJ,19.30g,7.70g,1.70g,27.80g,23.00g,4.80g,1.20g,36mg,116mg,1.25mg,1.96mg,195mg,0mg,1μg,0.06mg,0.03mg,1.36mg,2.37mg,0μg,
SS8,Aeropuerto de pollo,C,212kcal,888KJ,28.70g,6.50g,2.50g,39.80g,39.10g,0.50g,0.50g,18mg,109mg,0.92mg,1.56mg,137mg,0mg,7μg,0.07mg,0.05mg,1.70mg,1.38mg,0μg,
SS9,Aeropuerto tacon pa,A,177kcal,741KJ,19.30g,7.60g,3.40g,28.70g,28.20g,0.50g,0.30g,9mg,53mg,0.55mg,1.13mg,109mg,1mg,7μg,0.05mg,0.03mg,0.80mg,3.07mg,0μg,
SS10,Ají de pollo con arroz,A,137kcal,574KJ,39.30g,5.40g,2.80g,22.30g,20.50g,0.50g,1.30g,23mg,75mg,0.61mg,0.81mg,131mg,1mg,13μg,0.05mg,0.09mg,1.86mg,5.16mg,2μg,
SS10,Ají de pollo con arroz,B,157kcal,655KJ,29.80g,6.00g,3.40g,24.80g,22.40g,0.30g,2.00g,34mg,79mg,0.65mg,1.28mg,132mg,1mg,13μg,0.05mg,0.09mg,1.63mg,3.27mg,5μg,
SS10,Ají de pollo con arroz,C,146kcal,609KJ,37.20g,5.90g,2.80g,23.70g,21.60g,0.40g,1.20g,23mg,78mg,0.68mg,0.85mg,138mg,0mg,8μg,0.05mg,0.09mg,1.89mg,3.53mg,3μg,
SS10,Ají de pollo con arroz,D,157kcal,655KJ,35.00g,5.40g,2.60g,27.40g,26.80g,0.60g,1.60g,26mg,81mg,0.68mg,0.99mg,245mg,0mg,9μg,0.06mg,0.11mg,1.65mg,3.55mg,5μg,
SS10,Ají de pollo con arroz,E,156kcal,653KJ,37.70g,4.90g,3.70g,25.40g,22.80g,0.20g,2.30g,26mg,73mg,0.58mg,0.98mg,306mg,0mg,9μg,0.05mg,0.07mg,1.42mg,3.96mg,2μg,
SS11,Albóndigas en salsa con arroz,B,133kcal,555KJ,37.40g,6.30g,3.60g,18.30g,18.00g,0.30g,0.50g,8mg,77mg,1.23mg,1.16mg,36mg,0mg,6μg,0.04mg,0.05mg,1.99mg,4.92mg,3μg,
SS12,Alita broaster con papas fritas y arroz,E,272kcal,1139KJ,35.70g,5.70g,18.70g,20.30g,19.70g,0.70g,0.60g,9mg,65mg,0.64mg,0.74mg,588mg,24mg,16μg,0.06mg,0.07mg,1.80mg,3.73mg,0μg,
SS13,Anticucho con papa y arroz,A,114kcal,475KJ,73.30g,9.30g,3.20g,12.10g,5.70g,0.40g,1.10g,36mg,132mg,0.95mg,1.95mg,120mg,0mg,12μg,0.21mg,0.48mg,3.83mg,6.30mg,0μg,
SS13,Anticucho con papa y arroz,E,109kcal,456KJ,74.20g,9.80g,3.30g,10.30g,9.20g,1.10g,1.10g,31mg,108mg,0.99mg,1.87mg,244mg,2mg,2μg,0.18mg,0.33mg,3.27mg,5.63mg,0μg,
SS14,Arroz a la jardinera con pollo,A,127kcal,533KJ,36.80g,5.70g,2.30g,20.50g,19.90g,0.60g,1.00g,16mg,70mg,0.65mg,0.83mg,203mg,17mg,31μg,0.05mg,0.05mg,1.93mg,3.14mg,0μg,
SS14,Arroz a la jardinera con pollo,C,142kcal,594KJ,38.20g,7.30g,1.20g,24.70g,24.20g,0.50g,0.60g,16mg,87mg,0.82mg,0.76mg,54mg,1mg,20μg,0.06mg,0.07mg,2.59mg,2.53mg,0μg,
SS14,Arroz a la jardinera con pollo,D,132kcal,551KJ,42.90g,8.30g,1.70g,20.40g,19.70g,0.80g,1.40g,17mg,93mg,0.83mg,1.09mg,669mg,1mg,22μg,0.07mg,0.08mg,2.88mg,4.10mg,0μg,
SS15,Arroz a la jardinera con pollo frito,B,167kcal,700KJ,33.80g,4.10g,5.30g,25.80g,25.40g,0.50g,0.50g,16mg,64mg,0.61mg,0.63mg,116mg,8mg,63μg,0.06mg,0.06mg,1.30mg,14.21mg,0μg,
SS15,Arroz a la jardinera con pollo frito,E,163kcal,684KJ,31.60g,4.50g,2.50g,30.20g,29.50g,0.60g,0.60g,31mg,76mg,0.63mg,0.61mg,93mg,2mg,29μg,0.06mg,0.08mg,1.42mg,4.19mg,1μg,
SS16,Arroz arabe con pollo,A,110kcal,461KJ,62.40g,8.00g,1.50g,16.00g,15.10g,0.70g,0.90g,22mg,86mg,0.76mg,1.02mg,586mg,4mg,61μg,0.06mg,0.08mg,2.91mg,7.16mg,0μg,
SS16,Arroz arabe con pollo,C,160kcal,669KJ,56.80g,3.50g,1.00g,34.40g,32.10g,0.30g,0.40g,10mg,52mg,0.58mg,1.28mg,184mg,0mg,4μg,0.04mg,0.03mg,0.99mg,3.93mg,0μg,
SS17,"Arroz blanco con filete de pollo, papas sancochadas y ensalada",C,146kcal,610KJ,41.50g,6.50g,2.50g,23.80g,19.90g,0.10g,0.60g,15mg,76mg,0.73mg,0.69mg,76mg,0mg,5μg,0.04mg,0.04mg,2.13mg,3.07mg,0μg,
SS18,Arroz chaufa con pollo chijaukay,A,214kcal,895KJ,26.20g,7.50g,9.40g,23.70g,19.20g,0.10g,1.80g,16mg,76mg,0.75mg,2.10mg,641mg,0mg,9μg,0.06mg,0.06mg,2.50mg,1.03mg,0μg,
SS18,Arroz chaufa con pollo chijaukay,C,187kcal,783KJ,28.00g,6.80g,8.20g,20.60g,16.80g,0.10g,0.90g,15mg,74mg,0.73mg,1.44mg,560mg,3mg,14μg,0.05mg,0.06mg,2.11mg,3.31mg,0μg,
SS18,Arroz chaufa con pollo chijaukay,D,164kcal,687KJ,26.40g,7.50g,4.20g,23.00g,22.70g,0.00g,0.60g,12mg,83mg,0.83mg,0.76mg,85mg,0mg,7μg,0.05mg,0.05mg,2.64mg,1.19mg,0μg,
SS19,Arroz chaufa con pollo al tamarindo,A,129kcal,542KJ,41.80g,6.30g,1.40g,22.20g,21.70g,0.30g,0.50g,9mg,70mg,0.71mg,0.71mg,143mg,0mg,9μg,0.05mg,0.06mg,2.19mg,5.69mg,0μg,
SS20,Arroz chaufa con pollo taypa especial,A,124kcal,519KJ,48.20g,8.90g,4.40g,11.70g,10.00g,0.10g,0.50g,10mg,87mg,1.00mg,0.90mg,248mg,40mg,13μg,0.13mg,0.08mg,2.43mg,0.56mg,0μg,
SS21,Arroz chaufa de cerdo,D,194kcal,813KJ,20.20g,6.80g,4.90g,29.60g,29.40g,0.00g,0.60g,10mg,90mg,0.90mg,0.55mg,23mg,69mg,3μg,0.22mg,0.06mg,1.76mg,0.56mg,0μg,
SS22,Arroz chaufa de mariscos,A,123kcal,516KJ,26.30g,6.20g,1.70g,19.50g,19.40g,0.00g,0.60g,8mg,71mg,0.71mg,0.46mg,218mg,0mg,11μg,0.03mg,0.04mg,0.86mg,1.24mg,0μg,
SS22,Arroz chaufa de mariscos,B,166kcal,695KJ,30.40g,7.20g,4.60g,22.70g,22.70g,0.00g,0.80g,30mg,72mg,0.78mg,1.15mg,76mg,0mg,16μg,0.05mg,0.06mg,0.92mg,1.44mg,0μg,
SS22,Arroz chaufa de mariscos,E,134kcal,562KJ,31.30g,6.30g,0.90g,24.10g,24.00g,0.00g,0.60g,18mg,76mg,0.79mg,0.66mg,98mg,0mg,9μg,0.04mg,0.03mg,1.04mg,4.09mg,0μg,
SS23,Arroz chaufa de pollo,A,173kcal,722KJ,23.70g,6.70g,3.00g,28.40g,28.30g,0.00g,0.50g,11mg,83mg,0.85mg,0.72mg,209mg,4mg,9μg,0.06mg,0.05mg,2.09mg,0.98mg,0μg,
SS23,Arroz chaufa de pollo,B,169kcal,708KJ,20.20g,6.30g,2.00g,30.10g,30.00g,0.00g,0.50g,10mg,81mg,0.84mg,0.73mg,178mg,0mg,10μg,0.05mg,0.04mg,1.89mg,0.86mg,0μg,
SS23,Arroz chaufa de pollo,C,174kcal,726KJ,20.60g,6.50g,2.60g,29.80g,29.60g,0.00g,0.50g,9mg,81mg,0.84mg,0.71mg,223mg,0mg,8μg,0.05mg,0.04mg,2.03mg,0.92mg,0μg,
SS23,Arroz chaufa de pollo,D,176kcal,737KJ,19.20g,6.40g,2.40g,30.90g,30.80g,0.00g,0.40g,8mg,81mg,0.86mg,0.72mg,179mg,0mg,8μg,0.06mg,0.04mg,1.95mg,0.87mg,0μg,
SS23,Arroz chaufa de pollo,E,179kcal,747KJ,20.80g,5.80g,4.20g,28.10g,27.50g,0.00g,0.60g,11mg,76mg,0.77mg,0.67mg,243mg,1mg,8μg,0.05mg,0.04mg,1.84mg,0.96mg,0μg,
SS24,Arroz chaufa de res,A,254kcal,1062KJ,22.60g,6.30g,14.90g,23.10g,23.10g,0.00g,0.50g,9mg,81mg,1.16mg,1.00mg,1119mg,0mg,13μg,0.04mg,0.05mg,1.61mg,1.32mg,0μg,
SS24,Arroz chaufa de res,C,180kcal,753KJ,32.90g,7.70g,5.90g,22.80g,22.50g,0.10g,0.80g,15mg,95mg,1.46mg,1.22mg,302mg,0mg,15μg,0.05mg,0.06mg,2.20mg,4.73mg,0μg,
SS25,Arroz chaufa especial,B,205kcal,858KJ,28.30g,10.50g,7.50g,23.00g,22.70g,0.00g,1.00g,19mg,77mg,0.95mg,0.83mg,114mg,0mg,14μg,0.04mg,0.05mg,1.85mg,3.73mg,0μg,
SS26,Arroz con carne,D,119kcal,498KJ,11.10g,4.90g,0.50g,23.60g,18.90g,4.60g,0.50g,13mg,65mg,0.99mg,0.98mg,18mg,0mg,1μg,0.07mg,0.05mg,0.74mg,1.73mg,0μg,
SS27,Arroz con cerdo y sarsa criolla,D,140kcal,585KJ,37.40g,4.10g,2.90g,24.20g,23.40g,0.80g,1.20g,17mg,74mg,0.66mg,0.89mg,765mg,7mg,89μg,0.14mg,0.07mg,1.23mg,3.34mg,0μg,
SS28,Arroz con frejol y seco de res,A,120kcal,503KJ,20.70g,6.30g,1.70g,20.20g,17.10g,3.10g,0.90g,24mg,89mg,1.04mg,1.43mg,247mg,13mg,12μg,0.05mg,0.04mg,1.27mg,1.86mg,0μg,
SS28,Arroz con frejol y seco de res,B,161kcal,673KJ,27.20g,8.30g,2.70g,25.80g,21.30g,4.40g,1.10g,36mg,120mg,1.37mg,2.00mg,327mg,12mg,8μg,0.08mg,0.05mg,1.64mg,2.37mg,0μg,
SS28,Arroz con frejol y seco de res,C,132kcal,553KJ,23.20g,7.00g,2.30g,20.80g,17.60g,3.20g,0.90g,26mg,92mg,1.09mg,1.60mg,275mg,17mg,4μg,0.04mg,0.04mg,1.34mg,2.34mg,0μg,
SS28,Arroz con frejol y seco de res,D,137kcal,573KJ,21.20g,6.60g,1.50g,23.90g,21.20g,2.80g,0.80g,24mg,93mg,1.13mg,1.45mg,256mg,11mg,8μg,0.06mg,0.04mg,1.42mg,1.58mg,0μg,
SS28,Arroz con frejol y seco de res,E,134kcal,560KJ,21.80g,6.90g,2.20g,22.20g,19.30g,2.90g,0.90g,23mg,86mg,1.02mg,1.41mg,290mg,10mg,18μg,0.06mg,0.04mg,1.21mg,1.96mg,0μg,
SS29,Arroz con frejoles y seco de pollo,A,130kcal,545KJ,29.50g,6.80g,2.40g,20.10g,17.40g,2.60g,0.90g,23mg,87mg,0.81mg,1.23mg,129mg,6mg,14μg,0.05mg,0.04mg,1.81mg,2.69mg,0μg,
SS29,Arroz con frejoles y seco de pollo,B,120kcal,504KJ,9.80g,4.90g,1.00g,22.90g,19.20g,3.70g,0.80g,29mg,78mg,0.71mg,1.32mg,106mg,5mg,19μg,0.05mg,0.02mg,0.71mg,1.66mg,0μg,
SS29,Arroz con frejoles y seco de pollo,C,132kcal,550KJ,27.70g,7.50g,1.80g,21.00g,18.40g,2.60g,0.80g,21mg,92mg,0.83mg,1.17mg,324mg,10mg,19μg,0.06mg,0.05mg,2.07mg,2.62mg,0μg,
SS29,Arroz con frejoles y seco de pollo,D,151kcal,632KJ,27.20g,8.60g,1.90g,24.40g,21.70g,2.80g,0.90g,25mg,106mg,0.98mg,1.38mg,293mg,14mg,17μg,0.08mg,0.06mg,2.31mg,2.13mg,0μg,
SS29,Arroz con frejoles y seco de pollo,E,116kcal,483KJ,29.20g,7.70g,1.40g,17.80g,15.40g,2.40g,0.80g,21mg,92mg,0.80mg,1.16mg,84mg,10mg,31μg,0.06mg,0.06mg,2.25mg,2.14mg,0μg,
SS30,Arroz con lentejas y churrasco,B,157kcal,657KJ,24.00g,9.40g,2.90g,23.10g,19.90g,3.20g,0.90g,12mg,59mg,0.83mg,0.81mg,509mg,0mg,1μg,0.07mg,0.04mg,0.75mg,0.99mg,0μg,
SS31,Arroz con mariscos,A,127kcal,530KJ,30.60g,5.60g,1.50g,21.80g,21.40g,0.30g,0.60g,14mg,76mg,0.58mg,0.67mg,124mg,2mg,37μg,0.04mg,0.10mg,0.97mg,3.43mg,0μg,
SS31,Arroz con mariscos,B,158kcal,663KJ,27.90g,5.30g,3.20g,26.80g,26.50g,0.30g,1.10g,14mg,81mg,0.58mg,0.64mg,257mg,2mg,13μg,0.05mg,0.12mg,1.05mg,3.69mg,0μg,
SS31,Arroz con mariscos,C,144kcal,602KJ,35.40g,5.10g,3.10g,23.50g,23.10g,0.40g,1.00g,18mg,74mg,0.56mg,0.77mg,235mg,5mg,25μg,0.05mg,0.12mg,0.98mg,5.65mg,0μg,
SS31,Arroz con mariscos,D,156kcal,652KJ,38.50g,6.10g,2.80g,26.20g,25.70g,0.60g,0.90g,19mg,92mg,0.70mg,0.81mg,162mg,6mg,16μg,0.06mg,0.16mg,1.18mg,6.35mg,0μg,
SS31,Arroz con mariscos,E,139kcal,581KJ,38.20g,6.90g,2.70g,21.20g,20.80g,0.40g,0.90g,24mg,83mg,0.64mg,0.82mg,263mg,4mg,18μg,0.04mg,0.12mg,1.00mg,3.95mg,0μg,
SS32,Arroz con pato,C,174kcal,728KJ,35.00g,5.60g,7.10g,21.30g,20.90g,0.40g,0.70g,15mg,80mg,0.70mg,1.01mg,471mg,27mg,35μg,0.06mg,0.08mg,1.77mg,2.40mg,0μg,
SS33,Arroz con pollo,A,144kcal,601KJ,38.30g,6.90g,2.20g,23.60g,22.90g,0.60g,0.70g,20mg,84mg,0.78mg,0.90mg,241mg,19mg,51μg,0.06mg,0.07mg,2.37mg,4.48mg,0μg,
SS33,Arroz con pollo,B,145kcal,608KJ,37.40g,7.00g,2.20g,23.90g,23.20g,0.50g,0.50g,16mg,83mg,0.80mg,0.88mg,170mg,17mg,52μg,0.06mg,0.06mg,2.40mg,3.72mg,0μg,
SS33,Arroz con pollo,C,139kcal,582KJ,41.30g,7.00g,2.30g,22.10g,21.00g,0.70g,0.70g,24mg,85mg,0.77mg,0.97mg,240mg,28mg,58μg,0.06mg,0.07mg,2.36mg,4.87mg,0μg,
SS33,Arroz con pollo,D,139kcal,583KJ,38.80g,6.80g,2.50g,21.90g,20.90g,0.60g,0.60g,23mg,83mg,0.75mg,0.89mg,215mg,22mg,55μg,0.06mg,0.07mg,2.31mg,4.51mg,0μg,
SS33,Arroz con pollo,E,141kcal,589KJ,39.90g,6.90g,2.20g,23.00g,22.00g,0.60g,0.70g,24mg,84mg,0.77mg,0.91mg,225mg,23mg,52μg,0.06mg,0.07mg,2.32mg,4.65mg,0μg,
SS34,Arroz tapado,A,157kcal,658KJ,34.10g,7.30g,4.40g,21.40g,21.20g,0.20g,0.50g,10mg,90mg,1.28mg,1.28mg,115mg,0mg,22μg,0.05mg,0.08mg,1.65mg,1.86mg,0μg,
SS35,Arvejita verde partida con estofado de pollo y arroz,E,142kcal,593KJ,45.00g,8.80g,2.80g,20.20g,15.20g,1.90g,0.80g,16mg,95mg,0.90mg,0.90mg,613mg,1mg,22μg,0.06mg,0.06mg,2.78mg,3.65mg,0μg,
SS36,Arvejita verde partida con guiso de pollo y arroz,D,143kcal,598KJ,38.40g,7.80g,1.20g,24.50g,23.80g,0.70g,0.50g,9mg,93mg,0.91mg,0.92mg,130mg,0mg,9μg,0.08mg,0.07mg,2.69mg,4.53mg,0μg,
SS37,Arvejita verde partida con hígado frito y arroz,D,150kcal,627KJ,14.40g,4.60g,1.10g,29.80g,27.10g,2.70g,0.50g,15mg,72mg,0.78mg,0.85mg,198mg,0mg,11μg,0.06mg,0.04mg,1.08mg,4.66mg,0μg,
SS38,Arvejita verde partida con pollo al horno y arroz,C,124kcal,520KJ,35.50g,7.30g,3.40g,15.60g,14.80g,0.70g,0.50g,9mg,76mg,0.73mg,0.77mg,324mg,0mg,9μg,0.07mg,0.06mg,2.38mg,4.54mg,0μg,
SS39,Arvejita verde partida con pescado frito y arroz,C,255kcal,1069KJ,8.20g,5.20g,13.70g,27.80g,25.30g,2.50g,0.40g,10mg,73mg,0.69mg,0.75mg,81mg,0mg,1μg,0.07mg,0.04mg,1.18mg,0.65mg,0μg,
SS39,Arvejita verde partida con pescado frito y arroz,D,183kcal,765KJ,20.30g,8.50g,4.80g,26.50g,22.80g,3.60g,0.70g,15mg,108mg,1.02mg,1.02mg,116mg,0mg,5μg,0.08mg,0.07mg,2.39mg,1.64mg,3μg,
SS40,Asado de cerdo con arvejita verde y arroz,C,129kcal,541KJ,52.60g,9.40g,1.80g,19.50g,18.30g,1.20g,0.90g,73mg,107mg,0.88mg,2.70mg,107mg,0mg,77μg,0.07mg,0.12mg,2.65mg,3.21mg,0μg,
SS40,Asado de cerdo con arvejita verde y arroz,E,152kcal,635KJ,13.90g,7.20g,2.00g,25.70g,22.60g,3.20g,0.60g,12mg,94mg,0.96mg,0.69mg,88mg,49mg,1μg,0.18mg,0.06mg,1.55mg,0.86mg,0μg,
SS41,Asado de cerdo con menestra y arroz,E,153kcal,639KJ,18.80g,8.00g,2.20g,24.90g,21.00g,3.90g,0.90g,32mg,124mg,1.00mg,1.35mg,45mg,56mg,0μg,0.26mg,0.10mg,1.46mg,1.37mg,0μg,
SS42,Asado de pollo con arroz,D,150kcal,626KJ,47.70g,8.00g,3.50g,20.90g,20.10g,0.80g,0.70g,10mg,87mg,0.80mg,0.82mg,162mg,0mg,7μg,0.07mg,0.08mg,3.14mg,5.06mg,0μg,
SS42,Asado de pollo con arroz,E,154kcal,644KJ,45.80g,9.30g,3.00g,22.00g,20.70g,1.20g,0.80g,12mg,99mg,0.90mg,0.96mg,494mg,5mg,39μg,0.07mg,0.12mg,3.54mg,4.42mg,0μg,
SS43,Asado de pollo con menestra y arroz,C,124kcal,518KJ,25.00g,7.40g,1.50g,19.80g,17.20g,2.60g,0.80g,21mg,91mg,0.83mg,1.19mg,170mg,19mg,40μg,0.05mg,0.04mg,2.05mg,2.18mg,0μg,
SS43,Asado de pollo con menestra y arroz,E,146kcal,610KJ,34.50g,9.60g,1.90g,22.30g,18.60g,3.70g,1.20g,24mg,111mg,1.10mg,1.52mg,301mg,1mg,6μg,0.07mg,0.07mg,2.70mg,3.38mg,0μg,
SS44,Asado de pollo con puré y arroz,E,148kcal,619KJ,34.60g,6.40g,2.70g,23.70g,23.60g,0.10g,0.60g,10mg,79mg,0.73mg,0.62mg,496mg,6mg,9μg,0.06mg,0.06mg,2.41mg,2.60mg,0μg,
SS45,Asado de res con arroz,C,147kcal,615KJ,41.00g,4.30g,0.60g,30.40g,29.60g,0.70g,0.70g,18mg,76mg,0.89mg,0.88mg,44mg,0mg,0μg,0.04mg,0.05mg,1.48mg,13.73mg,0μg,
SS45,Asado de res con arroz,E,118kcal,495KJ,34.90g,6.10g,0.50g,21.70g,18.00g,0.10g,0.50g,11mg,76mg,1.18mg,0.99mg,24mg,0mg,0μg,0.03mg,0.04mg,1.74mg,1.57mg,0μg,
SS46,Asado de res con menestra y arroz,C,104kcal,436KJ,13.80g,5.70g,0.90g,18.30g,15.30g,3.00g,0.90g,17mg,81mg,0.94mg,1.34mg,74mg,4mg,11μg,0.06mg,0.04mg,1.21mg,1.70mg,0μg,
SS46,Asado de res con menestra y arroz,D,126kcal,528KJ,32.60g,6.70g,2.30g,19.80g,16.70g,3.10g,1.00g,20mg,90mg,1.18mg,1.36mg,160mg,3mg,43μg,0.06mg,0.06mg,1.64mg,3.81mg,0μg,
SS46,Asado de res con menestra y arroz,E,107kcal,447KJ,55.60g,7.20g,0.90g,17.60g,13.70g,1.70g,0.90g,23mg,98mg,1.38mg,1.66mg,178mg,12mg,25μg,0.06mg,0.08mg,2.09mg,3.51mg,0μg,
SS47,Asado de res con puré y arroz,A,115kcal,480KJ,36.20g,6.10g,1.50g,19.60g,19.40g,0.20g,0.60g,13mg,80mg,1.19mg,0.97mg,103mg,1mg,17μg,0.04mg,0.06mg,2.08mg,2.49mg,0μg,
SS47,Asado de res con puré y arroz,D,120kcal,500KJ,42.40g,4.80g,1.60g,21.20g,19.90g,0.80g,0.80g,23mg,75mg,0.88mg,0.89mg,358mg,0mg,12μg,0.05mg,0.10mg,1.65mg,5.04mg,0μg,
SS48,Bisteck de res a lo pobre con arroz,A,167kcal,700KJ,53.80g,7.60g,5.70g,21.50g,20.30g,1.10g,0.90g,14mg,89mg,1.22mg,1.73mg,251mg,0mg,19μg,0.08mg,0.12mg,2.21mg,3.85mg,6μg,
SS48,Bisteck de res a lo pobre con arroz,B,189kcal,791KJ,24.30g,5.50g,6.10g,27.70g,27.40g,0.30g,0.40g,10mg,73mg,1.05mg,0.85mg,311mg,0mg,5μg,0.04mg,0.07mg,1.57mg,0.59mg,0μg,
SS48,Bisteck de res a lo pobre con arroz,C,147kcal,615KJ,46.10g,5.50g,6.00g,17.90g,12.80g,0.30g,0.60g,18mg,71mg,1.04mg,0.90mg,26mg,9mg,12μg,0.03mg,0.04mg,1.49mg,8.67mg,0μg,
SS49,Bisteck de res con arroz,B,130kcal,543KJ,55.30g,6.70g,2.10g,20.70g,11.10g,0.00g,0.70g,19mg,82mg,1.26mg,1.10mg,73mg,0mg,0μg,0.02mg,0.03mg,1.77mg,3.13mg,0μg,
SS49,Bisteck de res con arroz,D,172kcal,722KJ,43.80g,7.50g,7.30g,18.60g,18.30g,0.20g,0.50g,12mg,91mg,1.38mg,1.26mg,229mg,0mg,22μg,0.05mg,0.08mg,1.89mg,3.49mg,0μg,
SS50,Bisteck de res con papas fritas y arroz,E,96kcal,403KJ,25.80g,3.40g,3.10g,13.50g,10.20g,0.10g,0.40g,9mg,45mg,0.66mg,0.59mg,183mg,2mg,1μg,0.02mg,0.02mg,0.94mg,1.60mg,0μg,
